id,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification (grade),Admission grade,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,GDP,Target
120526,39,1,9085,1,133.1,144.2,0,0,1,0,0,25,0,6,9,4,13.0,0,6,12,3,12.0,12.4,1.79,Graduate
33392,1,2,9070,1,128.0,126.3,1,0,1,0,1,19,0,6,6,6,14.166666666666666,0,6,8,6,13.0,10.8,1.74,Graduate
78152,1,3,171,1,145.0,141.8,1,0,1,1,0,19,7,12,13,11,12.75,9,11,14,11,12.454545454545457,8.9,3.51,Graduate
4906,39,1,8014,0,133.1,120.0,0,0,1,0,0,26,0,6,6,4,13.5,1,6,12,0,0.0,7.6,0.32,Dropout
77119,43,1,8014,0,133.1,118.0,0,0,1,0,0,35,11,16,21,13,11.923076923076923,11,13,16,11,12.1818181818182,15.5,-4.06,Graduate
26050,1,1,9500,1,133.1,101.0,0,0,1,0,0,21,0,7,0,0,0.0,0,8,0,0,0.0,15.5,-4.06,Dropout
2605,1,1,9670,1,127.0,121.1,1,0,1,0,1,19,0,5,8,5,12.666666666666666,0,5,5,5,11.6,7.6,0.32,Enrolled
93975,1,1,9003,1,140.0,123.7,0,0,1,1,0,19,0,6,7,6,14.571428571428571,0,6,7,6,13.666666666666666,12.4,1.79,Graduate
15635,1,2,9130,1,133.0,125.0,0,0,1,1,0,18,0,5,6,5,13.2,0,5,8,5,12.666666666666666,9.4,-3.12,Graduate
57224,39,1,9991,0,130.0,146.2,0,0,1,0,1,24,0,5,5,5,12.8,0,5,12,3,11.333333333333334,11.1,2.02,Enrolled
121624,1,1,9254,1,163.0,150.8,1,0,1,0,1,18,0,6,6,6,14.0,0,6,6,6,14.666666666666666,9.4,-3.12,Graduate
38583,39,2,9147,1,133.1,110.0,0,0,1,1,0,37,0,5,0,0,0.0,0,5,0,0,0.0,9.4,-3.12,Dropout
105464,1,4,9238,1,111.0,110.0,1,0,1,0,0,19,0,6,8,6,12.333333333333334,0,6,7,6,12.0,11.1,2.02,Graduate
96224,17,1,9853,1,123.0,113.0,1,0,1,0,1,21,0,6,8,5,11.6,0,6,9,4,11.25,9.4,-3.12,Graduate
121308,17,3,9500,1,146.0,132.3,1,0,1,0,1,18,0,7,10,6,12.6,0,7,10,6,12.6,7.6,0.32,Graduate
74008,39,1,8014,0,100.0,120.0,0,0,1,0,0,34,0,6,6,6,12.5,0,6,6,6,13.333333333333334,15.5,-4.06,Graduate
26186,1,1,9254,1,127.0,117.8,1,1,0,1,0,19,0,6,6,0,0.0,0,6,6,0,0.0,8.9,3.51,Dropout
7969,1,1,9670,1,127.0,129.8,1,1,0,0,0,21,0,6,6,3,11.666666666666666,0,6,10,3,11.666666666666666,10.8,1.74,Dropout
93696,17,1,9254,1,133.1,128.9,0,0,0,1,0,20,0,6,6,0,0.0,0,6,12,0,0.0,15.5,-4.06,Graduate
124621,39,1,9670,1,133.1,110.0,0,0,1,0,0,43,0,6,6,0,0.0,0,6,6,0,0.0,13.9,0.79,Graduate
117854,44,1,9003,1,130.0,130.0,0,0,1,0,0,20,0,6,7,6,14.428571428571429,0,6,6,6,13.0,15.5,-4.06,Graduate
59934,1,6,9500,1,143.0,133.5,1,0,1,1,1,19,0,8,8,8,13.11,0,8,8,8,13.11,9.4,-3.12,Graduate
7984,44,1,9003,1,140.0,140.0,0,0,1,1,0,21,0,6,7,6,12.5,0,6,6,6,13.333333333333334,12.4,1.79,Graduate
127240,1,1,171,1,129.0,127.3,1,0,1,0,0,18,0,0,0,0,0.0,0,0,0,0,0.0,10.8,1.74,Graduate
115528,43,1,9238,1,120.0,130.0,0,1,1,0,1,19,0,6,6,6,12.333333333333334,0,6,6,6,13.0,10.8,1.74,Graduate
69063,1,4,9500,1,132.0,129.9,0,0,1,0,0,30,0,7,7,7,14.692857142857145,0,8,8,8,14.9625,12.4,1.79,Graduate
58128,1,1,9147,1,123.0,123.0,0,0,1,0,1,18,0,5,5,5,12.6,0,5,6,4,12.75,9.4,-3.12,Enrolled
40683,17,1,9070,1,133.1,120.0,0,0,1,1,0,20,0,6,6,0,0.0,0,6,6,0,0.0,9.4,-3.12,Dropout
95931,1,3,9500,1,147.0,127.5,1,0,1,0,1,18,0,8,8,6,14.016666666666666,0,8,8,6,14.016666666666666,10.8,1.74,Graduate
69501,43,1,9500,1,126.0,125.3,1,0,1,0,0,19,0,7,8,5,11.68,0,7,8,5,11.68,7.6,0.32,Enrolled
72196,1,1,9147,1,126.0,125.7,1,0,1,0,0,18,0,5,8,4,11.0,0,5,8,5,10.833333333333334,9.4,-3.12,Graduate
26486,1,5,9500,1,141.0,128.5,1,0,1,0,0,18,0,7,7,7,14.7875,0,8,9,7,14.178571428571429,11.1,2.02,Graduate
74695,44,1,9130,1,150.0,150.0,0,0,1,1,0,20,1,6,13,4,11.5,1,6,13,2,11.0,15.5,-4.06,Dropout
28518,51,1,9500,1,129.0,134.4,1,0,1,0,1,20,2,7,7,7,16.13142857142857,0,8,9,8,15.52222222222222,12.4,1.79,Graduate
126698,1,1,9085,1,118.0,113.3,1,0,1,0,0,19,0,6,11,2,11.5,0,6,11,2,10.5,12.4,1.79,Graduate
98610,1,1,9085,1,133.0,120.1,1,0,1,0,1,19,0,5,7,5,14.4,0,5,5,5,13.6,12.7,-1.7,Graduate
57489,1,1,9670,1,135.0,121.7,0,0,1,0,0,19,0,5,10,4,11.0,0,5,8,4,10.0,9.4,-3.12,Graduate
106180,1,1,9238,1,130.0,129.3,0,0,1,0,0,20,0,6,11,6,13.555555555555555,0,6,15,6,11.833333333333334,7.6,0.32,Graduate
123513,1,4,171,1,122.0,120.9,1,0,1,1,0,18,0,0,0,0,0.0,0,0,0,0,0.0,12.7,-1.7,Graduate
84945,17,2,9254,1,129.0,121.0,1,0,1,0,1,19,0,6,8,6,13.0,0,6,5,5,12.8,10.8,1.74,Graduate
39972,39,1,8014,0,140.0,140.0,0,0,1,0,0,35,0,6,8,6,12.666666666666666,0,6,7,5,11.4,9.4,-3.12,Graduate
64072,39,2,9991,0,120.0,120.5,0,0,1,1,0,36,0,5,5,0,0.0,0,5,5,0,0.0,9.4,-3.12,Dropout
21240,17,3,9070,1,125.0,119.4,1,0,1,0,1,20,0,6,6,6,11.833333333333334,0,6,8,6,12.142857142857142,15.5,-4.06,Graduate
38161,17,2,9147,1,130.0,119.5,1,0,1,0,0,20,0,5,8,5,10.2,0,5,6,4,12.25,12.4,1.79,Enrolled
61280,1,1,9500,1,150.0,139.8,1,0,1,0,1,18,0,7,7,6,14.35,0,7,7,6,14.35,7.6,0.32,Graduate
122814,17,3,9147,1,131.0,123.7,1,0,1,0,1,18,0,5,6,5,12.4,0,5,5,5,12.8,8.9,3.51,Graduate
124327,17,3,9254,1,124.0,124.7,1,0,1,0,0,19,0,6,8,6,11.333333333333334,0,6,10,4,11.0,7.6,0.32,Graduate
82723,39,1,9003,1,130.0,120.0,1,0,1,1,0,27,0,6,10,1,10.0,0,6,7,0,0.0,12.4,1.79,Graduate
99736,1,4,9500,1,120.0,117.8,1,0,1,0,1,19,0,7,9,6,12.766666666666666,0,7,10,6,13.496666666666668,12.4,1.79,Graduate
32358,39,1,8014,0,150.0,126.5,0,0,1,0,1,38,0,6,6,4,12.75,1,6,8,3,11.333333333333334,13.9,0.79,Enrolled
20014,1,1,9670,1,130.0,119.5,1,0,1,1,0,19,0,5,5,0,0.0,0,5,5,0,0.0,9.4,-3.12,Dropout
95397,39,1,9003,1,130.0,120.0,0,0,0,1,0,28,0,6,12,1,12.0,0,6,12,2,10.0,15.5,-4.06,Graduate
14007,39,1,9147,1,133.1,124.5,0,0,1,0,1,36,0,5,10,5,13.714285714285714,0,5,13,5,14.333333333333334,10.8,1.74,Graduate
67738,43,1,9556,1,140.0,130.2,0,0,1,0,0,19,0,7,11,6,11.15,0,7,13,5,12.6,12.7,-1.7,Enrolled
39184,39,1,9853,1,133.1,146.0,0,0,1,0,0,47,0,6,7,6,14.333333333333334,0,6,7,6,15.0,7.6,0.32,Graduate
22998,1,2,9853,1,133.1,95.0,0,0,1,0,0,21,0,7,10,0,0.0,0,6,6,0,0.0,11.1,2.02,Dropout
55895,17,4,9773,1,125.0,125.6,1,0,1,0,1,19,0,6,6,6,13.166666666666666,0,6,7,6,12.5,15.5,-4.06,Dropout
43134,17,1,9853,1,128.0,124.5,1,0,1,0,0,19,0,6,8,5,10.6,0,6,7,5,11.4,10.8,1.74,Graduate
47916,1,1,9670,1,143.0,121.6,0,0,1,0,0,18,0,6,9,6,11.833333333333334,0,6,9,5,11.6,11.1,2.02,Graduate
106458,17,1,9238,1,122.0,114.6,0,0,1,0,0,22,0,6,0,0,0.0,0,6,0,0,0.0,11.1,2.02,Graduate
35248,17,1,9670,1,127.0,125.6,1,1,1,0,1,18,0,6,6,1,11.0,0,6,6,0,0.0,12.7,-1.7,Enrolled
93599,17,1,9238,1,115.0,116.1,1,0,1,0,0,20,0,6,6,6,11.833333333333334,0,6,7,6,13.285714285714286,12.4,1.79,Graduate
111020,1,1,171,1,125.0,116.9,1,0,1,1,0,18,0,0,0,0,0.0,0,0,0,0,0.0,10.8,1.74,Graduate
106065,17,1,9670,1,133.1,138.0,0,0,1,0,1,21,0,6,7,6,13.333333333333334,0,6,7,6,12.428571428571429,11.1,2.02,Graduate
71379,39,1,9991,0,140.0,130.0,0,0,1,0,0,34,0,5,10,2,10.333333333333334,0,5,13,2,11.5,16.2,-0.92,Enrolled
46683,1,1,9147,1,136.0,127.3,0,0,1,1,0,19,0,5,9,3,11.0,0,5,9,3,11.25,12.7,-1.7,Dropout
13053,1,1,9238,1,130.0,144.7,0,1,1,0,1,18,0,6,6,6,14.333333333333334,0,6,7,6,14.142857142857142,16.2,-0.92,Graduate
105995,39,1,9119,1,120.0,128.2,1,0,1,1,0,25,0,5,5,0,0.0,0,5,5,0,0.0,9.4,-3.12,Graduate
50573,17,2,9500,1,137.0,126.3,1,0,1,0,0,18,0,7,7,7,12.485714285714286,0,8,9,8,12.9375,16.2,-0.92,Graduate
42556,1,2,9254,1,121.0,135.0,1,0,1,0,0,23,0,6,8,5,10.2,0,6,8,5,11.2,11.1,2.02,Enrolled
51558,1,1,9147,1,141.0,125.5,0,0,1,0,0,19,0,5,8,4,11.5,0,5,8,4,11.0,9.4,-3.12,Graduate
74114,1,1,9500,1,128.0,116.5,1,0,1,0,1,19,0,7,19,6,12.384615384615383,0,8,13,8,12.68421052631579,16.2,-0.92,Graduate
73529,1,1,9238,1,133.1,112.5,0,0,1,1,1,23,0,6,8,6,13.875,0,6,7,6,14.142857142857142,16.2,-0.92,Graduate
19927,1,1,9070,1,128.0,116.5,1,0,1,0,0,19,0,6,6,5,12.6,0,6,7,6,11.285714285714286,11.1,2.02,Enrolled
126331,1,1,9773,1,133.1,126.0,0,0,1,0,1,19,0,6,6,6,14.333333333333334,0,6,7,6,15.0,15.5,-4.06,Graduate
88763,1,1,9238,1,132.0,127.8,0,0,1,0,1,18,0,6,7,6,13.0,0,6,6,6,13.0,12.4,1.79,Graduate
5851,17,2,9853,1,139.0,127.9,1,0,1,0,0,19,0,6,0,0,0.0,0,6,0,0,0.0,12.7,-1.7,Dropout
28009,44,1,9003,1,130.0,130.0,1,0,1,1,0,20,0,6,14,3,12.0,0,6,11,3,12.0,15.5,-4.06,Enrolled
44485,43,1,9085,1,133.1,123.0,0,0,1,1,0,19,4,10,12,8,11.615384615384617,2,7,10,6,12.166666666666666,13.9,0.79,Enrolled
39792,43,1,9238,1,142.0,127.0,0,0,1,0,0,19,0,6,6,6,13.833333333333334,0,6,6,6,15.0,13.9,0.79,Graduate
66967,44,1,9003,1,160.0,160.0,0,1,0,1,0,47,1,6,13,5,12.5,0,6,6,0,0.0,13.9,0.79,Dropout
24483,1,2,9853,1,131.0,127.9,0,0,1,0,1,19,0,7,7,7,12.0,0,7,9,6,12.666666666666666,11.1,2.02,Graduate
20844,15,1,9119,1,130.0,137.0,1,0,1,0,0,19,0,5,9,5,12.0,0,5,11,2,11.666666666666666,13.9,0.79,Enrolled
123800,1,1,9670,1,145.0,139.9,1,0,1,0,0,20,0,6,8,6,13.571428571428571,0,6,10,6,14.857142857142858,8.9,3.51,Graduate
60852,39,1,9003,1,133.1,110.0,0,0,1,1,0,31,0,6,9,0,0.0,0,6,10,0,0.0,16.2,-0.92,Dropout
86109,1,1,9238,1,154.0,150.2,1,0,1,0,0,19,0,6,0,0,0.0,0,6,0,0,0.0,11.1,2.02,Graduate
7168,39,1,9254,1,133.1,113.5,0,0,1,0,1,36,0,6,6,6,13.0,0,6,7,6,13.5,13.9,0.79,Graduate
97761,1,4,9254,1,125.0,118.0,1,0,1,0,0,18,0,6,7,6,12.333333333333334,0,6,6,6,12.5,8.9,3.51,Graduate
122098,51,1,9147,1,122.0,118.8,0,0,0,1,0,22,0,5,6,0,0.0,0,5,5,0,0.0,8.9,3.51,Graduate
121352,17,4,9500,1,129.0,120.0,1,0,1,0,1,19,0,8,8,7,12.454285714285716,0,8,8,7,12.454285714285716,10.8,1.74,Graduate
19536,17,1,9238,1,133.1,115.0,1,0,1,0,0,23,0,6,6,6,14.0,0,6,6,6,14.166666666666666,12.4,1.79,Graduate
116532,39,1,9500,1,100.0,122.0,0,0,1,0,0,24,0,8,9,7,12.412857142857144,0,8,10,7,12.412857142857144,10.8,1.74,Graduate
6091,17,4,9254,1,127.0,121.9,1,0,1,0,0,19,0,6,13,2,10.0,0,6,12,0,0.0,10.8,1.74,Dropout
30321,43,1,9119,1,134.0,120.7,1,0,1,1,0,21,0,5,8,5,12.6,0,5,8,3,13.25,13.9,0.79,Dropout
78833,17,1,9853,1,134.0,120.0,1,0,1,0,0,19,0,6,8,4,11.75,0,6,8,5,13.2,7.6,0.32,Graduate
63808,1,2,9085,1,121.0,123.1,1,0,1,0,0,19,0,5,7,3,13.0,0,5,9,4,11.75,7.6,0.32,Enrolled
120022,1,2,9254,1,130.0,120.3,1,0,1,0,0,21,0,6,14,5,12.6,0,6,8,4,11.75,12.7,-1.7,Graduate
37852,1,1,9773,1,124.0,119.0,1,1,0,1,0,20,0,6,6,0,0.0,0,6,8,0,0.0,10.8,1.74,Dropout
100578,1,2,9147,1,110.0,105.9,1,0,1,1,0,20,0,5,5,5,12.6,0,5,7,5,11.8,11.1,2.02,Graduate
104558,1,1,9070,1,130.0,118.7,1,0,1,1,0,20,0,6,6,6,14.0,0,6,6,6,13.0,10.8,1.74,Graduate
29939,17,1,9254,1,126.0,118.7,1,0,1,0,0,21,0,6,6,6,11.5,0,6,6,6,13.333333333333334,12.4,1.79,Graduate
64788,1,6,9500,1,119.0,119.0,1,0,1,0,1,20,0,8,10,4,13.7,0,8,10,8,15.63375,9.4,-3.12,Enrolled
51219,15,1,9853,1,130.0,130.0,0,0,1,0,0,21,0,7,9,7,13.428571428571429,0,7,8,7,12.875,13.9,0.79,Graduate
123392,1,4,9500,1,130.0,120.0,1,0,1,0,0,19,0,7,8,6,14.566666666666668,0,7,7,6,14.566666666666668,7.6,0.32,Graduate
14117,1,2,9773,1,133.1,136.0,1,0,1,0,0,19,0,6,0,0,0.0,0,6,0,0,0.0,12.7,-1.7,Dropout
5709,18,1,9070,1,125.0,119.0,1,0,0,1,0,20,0,6,0,0,0.0,0,6,0,0,0.0,10.8,1.74,Dropout
78192,1,1,9238,1,133.1,118.0,1,0,1,0,0,20,0,6,0,0,0.0,0,6,0,0,0.0,10.8,1.74,Graduate
3200,1,1,9773,1,124.0,126.2,1,0,1,0,1,20,0,6,8,6,12.833333333333334,0,6,6,6,12.0,16.2,-0.92,Graduate
59368,17,3,9070,1,131.0,120.2,1,0,1,0,0,18,0,6,6,6,11.833333333333334,0,6,8,5,12.4,15.5,-4.06,Enrolled
90256,7,1,9500,1,120.0,120.0,1,0,1,0,0,32,10,14,22,14,12.357142857142858,10,14,22,14,12.357142857142858,9.4,-3.12,Graduate
29253,1,1,9147,1,123.0,117.4,0,0,1,1,0,21,0,5,11,3,11.0,0,5,7,4,12.25,15.5,-4.06,Enrolled
33507,1,1,9147,1,140.0,135.0,1,0,1,0,0,19,0,5,6,5,13.6,0,5,9,3,11.333333333333334,9.4,-3.12,Enrolled
19308,1,4,9500,1,143.0,127.5,1,0,1,0,0,18,0,8,8,6,11.566666666666668,0,8,8,2,10.0,10.8,1.74,Dropout
23285,17,3,9500,1,145.0,139.8,1,0,1,0,0,18,0,8,8,7,13.685714285714283,0,8,8,7,13.685714285714283,12.7,-1.7,Graduate
99939,1,1,9500,1,141.0,127.8,1,0,1,0,0,19,0,7,7,6,13.7,0,7,7,6,13.7,7.6,0.32,Graduate
52741,39,1,9991,0,133.1,140.0,0,0,1,1,0,31,0,5,9,5,10.0,0,5,8,1,12.0,16.2,-0.92,Dropout
76630,1,1,9500,1,145.0,128.0,0,0,1,0,0,18,0,7,0,0,0.0,0,8,0,0,0.0,16.2,-0.92,Graduate
81613,39,2,9147,1,140.0,140.0,0,0,0,1,0,26,0,5,5,0,0.0,0,5,5,0,0.0,9.4,-3.12,Graduate
64518,39,1,8014,0,120.0,112.5,1,0,1,0,0,26,0,6,10,6,11.0,0,6,13,6,11.0,9.4,-3.12,Graduate
65515,39,1,9991,0,110.0,114.6,1,0,1,0,0,46,0,5,5,0,0.0,0,5,5,0,0.0,7.6,0.32,Dropout
86355,1,1,9500,1,140.0,140.0,0,0,1,1,0,24,0,8,8,8,13.385,0,8,8,8,13.385,9.4,-3.12,Graduate
18797,39,1,9500,1,133.1,100.0,1,0,1,0,0,37,0,7,0,0,0.0,0,8,0,0,0.0,9.4,-3.12,Dropout
56279,1,1,9147,1,131.0,126.1,0,0,1,0,1,19,0,5,9,2,10.5,0,5,10,4,11.0,12.4,1.79,Enrolled
39048,1,1,171,1,141.0,130.2,0,0,1,0,0,18,0,0,0,0,0.0,0,0,0,0,0.0,9.4,-3.12,Dropout
120583,39,1,9119,1,120.0,160.0,0,1,0,1,0,45,0,5,5,0,0.0,0,5,5,0,0.0,15.5,-4.06,Graduate
20166,17,1,9773,1,133.1,101.0,1,0,1,1,0,21,0,6,8,5,12.0,0,6,7,5,12.333333333333334,15.5,-4.06,Enrolled
3161,43,1,9119,1,121.0,121.0,1,0,1,1,0,22,0,5,5,0,0.0,0,5,5,0,0.0,12.7,-1.7,Dropout
93136,1,1,9500,1,132.0,128.5,1,0,1,0,0,18,0,7,7,6,12.966666666666669,0,7,7,6,12.966666666666669,7.6,0.32,Graduate
39061,17,1,9773,1,131.0,126.2,0,0,1,1,0,19,0,6,9,3,11.333333333333334,0,6,6,1,11.0,16.2,-0.92,Dropout
115065,44,1,9003,1,150.0,150.0,0,0,1,0,0,22,0,6,8,5,13.8,0,6,7,6,12.285714285714286,16.2,-0.92,Graduate
103407,1,1,9773,1,151.0,138.4,1,0,1,0,0,18,0,6,7,6,13.666666666666666,0,6,7,6,13.0,12.7,-1.7,Graduate
36856,39,1,9500,1,133.1,128.2,0,0,1,0,0,30,0,7,9,5,12.6,0,7,10,5,11.0,13.9,0.79,Dropout
44969,1,4,9773,1,128.0,122.2,1,0,1,0,1,18,0,6,7,6,12.666666666666666,0,6,6,6,12.166666666666666,7.6,0.32,Graduate
51941,1,1,8014,0,120.0,114.8,1,0,1,0,0,19,0,6,8,5,11.0,0,6,8,4,11.25,10.8,1.74,Graduate
38976,1,1,9773,1,131.0,126.9,1,0,1,1,0,18,0,6,6,6,13.5,0,6,7,5,13.2,12.4,1.79,Graduate
21615,18,1,9238,1,115.0,108.7,1,0,1,0,1,19,0,6,11,6,11.375,0,6,9,4,13.25,13.9,0.79,Graduate
102684,1,1,9147,1,124.0,118.2,0,0,1,0,0,19,0,5,9,4,11.0,0,5,10,3,11.0,9.4,-3.12,Graduate
40763,17,2,9556,1,144.0,132.5,0,0,1,0,1,19,0,7,7,7,13.15,0,8,8,8,14.8,12.7,-1.7,Graduate
104256,1,2,171,1,132.0,129.3,1,0,1,0,0,19,0,0,0,0,0.0,0,0,0,0,0.0,12.7,-1.7,Graduate
55765,1,1,9147,1,140.0,135.8,1,0,1,0,0,18,0,5,5,5,13.6,0,5,7,5,12.6,7.6,0.32,Graduate
66671,1,1,9254,1,124.0,116.6,1,1,0,0,0,18,0,6,6,6,12.666666666666666,0,6,6,6,12.833333333333334,8.9,3.51,Dropout
25396,39,1,9991,0,120.0,134.0,0,0,1,1,0,40,2,5,7,4,12.0,0,5,11,5,11.25,16.2,-0.92,Dropout
8693,18,3,9500,1,126.0,119.8,1,0,1,0,1,19,0,8,8,7,14.402857142857142,0,8,8,7,14.402857142857142,10.8,1.74,Graduate
97314,1,3,9070,1,118.0,113.0,1,0,1,1,0,20,0,6,6,6,12.0,0,6,6,6,14.5,12.4,1.79,Graduate
81186,7,1,9085,1,140.0,140.0,1,0,1,1,0,29,0,5,0,0,0.0,0,5,0,0,0.0,10.8,1.74,Graduate
16594,44,1,9003,1,120.0,120.0,0,0,1,1,0,21,4,10,15,8,11.5,2,7,10,6,10.857142857142858,12.4,1.79,Enrolled
21337,17,2,9670,1,113.0,117.8,1,0,1,0,0,21,0,5,7,4,11.25,0,5,6,3,10.666666666666666,7.6,0.32,Dropout
963,44,1,9003,1,160.0,160.0,1,0,1,0,0,20,0,6,13,6,13.375,0,6,13,6,12.142857142857142,16.2,-0.92,Graduate
32534,1,2,9500,1,123.0,113.3,0,0,1,0,0,20,0,7,8,4,11.95,0,7,8,4,11.95,7.6,0.32,Graduate
96034,1,2,9773,1,148.0,141.4,1,0,1,0,1,18,0,6,7,6,14.666666666666666,0,6,7,6,15.142857142857142,13.9,0.79,Graduate
34960,1,1,9238,1,131.0,123.7,1,0,1,0,0,18,0,6,13,2,10.0,0,6,14,3,11.333333333333334,7.6,0.32,Enrolled
28814,1,1,9254,1,138.0,125.5,1,0,1,0,1,18,0,6,6,6,11.5,0,6,8,6,12.285714285714286,8.9,3.51,Graduate
34957,1,1,9238,1,121.0,113.0,1,0,1,0,0,19,0,6,10,6,12.166666666666666,0,6,6,6,13.666666666666666,12.4,1.79,Graduate
95732,39,1,9991,0,148.0,130.9,0,0,1,1,0,24,0,5,7,0,0.0,0,5,8,0,0.0,16.2,-0.92,Graduate
55882,43,1,9147,1,130.0,130.0,1,0,1,1,0,21,0,5,8,2,12.0,0,5,7,3,12.333333333333334,7.6,0.32,Enrolled
75625,1,3,9147,1,120.0,113.8,1,0,1,1,1,18,0,5,5,5,11.2,0,5,6,5,11.2,10.8,1.74,Graduate
92710,1,1,9500,1,123.0,114.8,1,0,1,0,0,19,0,7,8,5,12.18,0,7,8,7,11.82,11.1,2.02,Graduate
44581,1,1,9238,1,133.1,145.0,1,0,1,0,0,20,0,6,8,6,13.571428571428571,0,6,6,6,11.666666666666666,10.8,1.74,Graduate
124248,1,1,9773,1,130.0,126.2,0,0,1,0,1,19,0,6,8,6,13.428571428571429,0,6,6,6,12.166666666666666,16.2,-0.92,Graduate
66099,1,1,9070,1,143.0,129.2,1,0,1,0,0,20,0,6,6,6,12.666666666666666,0,6,6,6,12.5,7.6,0.32,Graduate
42611,1,1,9670,1,141.0,126.1,1,0,1,0,0,18,0,6,7,5,13.8,0,6,10,6,13.285714285714286,12.4,1.79,Graduate
55862,39,1,9070,1,133.1,100.0,0,0,1,1,0,24,0,6,6,0,0.0,0,6,6,0,0.0,16.2,-0.92,Dropout
58693,1,1,9500,1,136.0,136.4,1,0,1,0,0,18,0,7,9,7,14.711111111111112,0,8,9,8,14.627777777777778,15.5,-4.06,Graduate
91629,1,3,9500,1,144.0,125.5,1,0,1,0,1,18,0,7,9,7,12.90857142857143,0,8,11,7,12.90857142857143,12.7,-1.7,Graduate
61728,43,4,9773,1,121.0,111.9,1,0,1,1,0,22,0,6,7,6,12.666666666666666,0,6,8,5,12.2,7.6,0.32,Enrolled
21835,7,1,9085,1,130.0,130.0,0,0,0,0,0,30,0,6,0,0,0.0,0,6,0,0,0.0,16.2,-0.92,Dropout
14277,1,1,9500,1,132.0,123.3,0,0,1,0,1,18,0,8,10,6,13.614285714285714,0,8,10,7,13.614285714285714,10.8,1.74,Graduate
646,1,1,9238,1,117.0,111.8,1,0,1,0,0,22,0,6,7,5,10.2,0,6,12,4,11.5,7.6,0.32,Graduate
20696,15,1,9147,1,133.1,128.2,0,0,1,0,0,18,0,5,9,5,11.0,0,5,6,4,11.25,8.9,3.51,Graduate
82402,1,1,9853,1,124.0,121.6,0,0,1,0,0,18,0,6,9,3,12.333333333333334,0,6,8,5,13.6,7.6,0.32,Graduate
17006,17,1,9238,1,121.0,120.4,1,0,1,0,1,18,0,6,14,3,11.666666666666666,0,6,7,5,11.2,9.4,-3.12,Graduate
79316,39,1,9991,0,120.0,100.0,0,1,0,0,0,31,0,5,7,4,12.0,0,5,8,4,12.25,16.2,-0.92,Graduate
93516,43,1,9254,1,117.0,117.0,1,0,1,0,0,21,0,6,12,6,11.666666666666666,0,6,11,1,10.0,7.6,0.32,Graduate
186,17,1,9238,1,114.0,111.9,0,0,1,0,1,20,0,6,6,6,12.833333333333334,0,6,6,6,12.166666666666666,11.1,2.02,Graduate
13267,1,5,9070,1,148.0,134.9,1,0,1,0,1,20,0,6,6,6,13.666666666666666,0,6,8,6,13.666666666666666,9.4,-3.12,Graduate
4813,1,1,9085,1,149.0,134.1,1,0,1,0,0,18,0,6,7,5,15.0,0,6,7,4,14.8,15.5,-4.06,Dropout
67010,1,2,171,1,145.0,143.6,0,0,1,0,1,18,0,0,0,0,0.0,0,0,0,0,0.0,13.9,0.79,Graduate
20901,42,1,9670,1,120.0,116.3,1,0,1,0,0,22,2,6,11,4,12.5,0,6,9,6,12.0,12.7,-1.7,Graduate
48327,39,1,9085,1,133.1,103.0,1,0,1,1,0,27,0,6,0,0,0.0,0,6,0,0,0.0,10.8,1.74,Dropout
35432,43,1,9147,1,117.0,117.2,1,0,1,1,0,19,0,5,13,4,14.25,0,5,8,3,12.0,13.9,0.79,Enrolled
5843,1,1,9773,1,121.0,117.4,0,0,1,1,0,18,0,6,8,4,12.25,0,6,0,0,0.0,10.8,1.74,Enrolled
30406,39,1,9991,0,133.1,100.8,0,0,1,0,0,37,0,5,7,0,0.0,0,5,7,0,0.0,16.2,-0.92,Dropout
70723,39,1,9147,1,133.1,98.7,0,0,1,0,0,31,0,5,14,2,10.5,0,5,13,3,12.4,12.4,1.79,Enrolled
18619,39,1,9085,1,133.1,138.0,0,0,1,1,0,35,0,6,7,5,15.8,0,6,7,6,14.857142857142858,8.9,3.51,Graduate
92959,17,2,9500,1,130.0,122.5,1,0,1,0,1,19,0,8,8,7,13.937142857142858,0,8,8,7,13.937142857142858,10.8,1.74,Graduate
70767,17,1,9147,1,118.0,115.2,0,0,1,1,0,18,0,5,9,3,10.666666666666666,0,5,10,3,11.0,15.5,-4.06,Enrolled
74207,17,3,9147,1,127.0,121.1,0,0,1,1,1,18,0,5,8,5,11.8,0,5,8,4,13.4,16.2,-0.92,Graduate
51494,7,1,9119,1,130.0,140.0,0,0,0,1,0,25,0,5,5,0,0.0,0,5,5,0,0.0,8.9,3.51,Dropout
66999,43,3,9500,1,125.0,121.3,1,0,1,0,1,18,0,7,7,6,13.266666666666666,0,7,7,6,13.266666666666666,7.6,0.32,Graduate
102186,1,2,9500,1,130.0,117.8,1,0,1,0,1,18,0,8,8,7,12.357142857142858,0,8,8,7,12.357142857142858,12.7,-1.7,Graduate
